id,FIPS,Total households!!Median household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),Total households!!Mean household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars)
0500000US,40117,47413,2347,60959,2620
0500000US,40119,40944,1977,60834,2327
0500000US,40121,45346,2004,61038,2582
0500000US,40123,49235,1957,63474,2381
0500000US,40125,47683,1214,61259,1668
0500000US,40127,37457,2145,56948,4172
0500000US,40129,47667,8528,68594,4897
0500000US,40131,62949,1469,80806,1859
0500000US,40133,38706,1457,52415,2074
0500000US,40135,38328,1622,51075,1781
0500000US,40137,46166,1704,62827,1897
0500000US,40139,50450,4014,60584,3083
0500000US,40141,40462,2611,55563,4742
0500000US,40143,53902,541,77047,895
0500000US,40145,61566,1348,74822,1433
0500000US,40147,52103,2180,74036,3147
0500000US,40149,52510,3096,65890,4534
0500000US,40151,56899,6071,69036,5294
0500000US,40153,58706,3782,75856,7512
0500000US,41001,43921,2509,58983,3098
0500000US,41003,58655,1968,80539,2917
0500000US,41005,76597,1050,101612,1459
0500000US,41007,52583,2663,67456,2618
0500000US,41009,59714,3078,74439,3425
0500000US,41011,43308,1940,60411,2819
0500000US,41013,44524,3873,59804,4420
0500000US,41015,46396,3602,59438,4323
0500000US,41017,63680,2405,83262,2563
0500000US,41019,45812,1303,60606,1997
0500000US,41021,42976,4505,56349,5567
0500000US,41023,45357,5774,56653,4126
0500000US,41025,41797,4574,59842,5214
0500000US,41027,62935,4086,85164,7863
0500000US,41029,50851,984,68838,1870
0500000US,41031,50339,3686,61780,3392
0500000US,41033,43046,1996,58808,2888
0500000US,41035,43522,2272,57453,1898
0500000US,41037,36627,4928,50617,3892
0500000US,41039,49958,934,67099,1241
0500000US,41041,46061,1891,60104,2311
0500000US,41043,52097,1597,66040,2208
0500000US,41045,42478,3046,55466,2134
0500000US,41047,56097,1191,72055,1523
0500000US,41049,55440,4735,65186,4201
0500000US,41051,64337,779,88399,1140
0500000US,41053,58344,2074,73255,2750
0500000US,41055,48056,5142,72537,11438
0500000US,41057,47500,4634,63543,4087
0500000US,41059,51887,1508,65208,2726
0500000US,41061,48617,3393,67363,4220
0500000US,41063,44953,5028,62804,4263
0500000US,41065,50973,2064,64819,3228
0500000US,41067,78010,1086,98976,1211
0500000US,41069,33456,5113,46913,5277
0500000US,41071,59484,2068,80268,2766
0500000US,42001,64507,1226,77987,1278
0500000US,42003,58383,611,82749,681
0500000US,42005,49032,2051,62066,1443
0500000US,42007,55828,1201,69994,1327
0500000US,42009,49146,1524,60628,1826
0500000US,42011,61522,826,79191,1011
0500000US,42013,47969,1449,62590,1701
0500000US,42015,51457,1337,66337,2127
0500000US,42017,86055,1084,114112,1038
0500000US,42019,68472,1115,88813,1365
0500000US,42021,45901,1074,60373,1300
0500000US,42023,41485,1945,53580,3801
0500000US,42025,53624,1457,65094,1914
0500000US,42027,58055,2017,77412,1515
0500000US,42029,96726,1125,129019,1903
0500000US,42031,45625,1384,58338,1642
0500000US,42033,47270,1523,59011,2159
0500000US,42035,49234,1685,60724,1547
0500000US,42037,49889,2025,63864,2143
0500000US,42039,49144,1173,63013,1571
0500000US,42041,68895,1591,87449,1583
0500000US,42043,58916,1437,77993,1638
0500000US,42045,71539,1022,101223,1465
0500000US,42047,51112,2209,64048,2476
0500000US,42049,49716,919,67152,1057
0500000US,42051,44476,1992,61022,1870
0500000US,42053,38383,2240,46986,2876
0500000US,42055,59713,1974,74741,2263
0500000US,42057,51259,2194,61775,2134
0500000US,42059,54121,2432,69275,2818
0500000US,42061,48597,1311,60455,1119
0500000US,42063,46877,1462,62901,2153
0500000US,42065,46818,1640,59036,1390
0500000US,42067,52765,2106,64232,2486
0500000US,42069,50875,1145,67978,1351
0500000US,42071,63823,643,81397,1203
0500000US,42073,48860,1724,65368,1851
0500000US,42075,59114,1681,72769,1540
0500000US,42077,62178,979,82847,1239
0500000US,42079,51646,857,67158,957
0500000US,42081,52407,1386,65489,1585
0500000US,42083,46953,1217,61911,2369
0500000US,42085,48768,1332,64243,1852
0500000US,42087,47526,1807,59587,2385
0500000US,42089,63931,1854,78231,1841
0500000US,42091,88166,1023,120859,1199
0500000US,42093,57183,4693,80783,5289
0500000US,42095,67565,1341,87768,1703
0500000US,42097,47063,1630,60619,1515
0500000US,42099,62266,1895,74190,1778
0500000US,42101,43744,595,65090,648
0500000US,42103,64247,3440,82340,3014
0500000US,42105,42821,1568,56226,2570
0500000US,42107,49190,1207,62374,1197
0500000US,42109,57638,2133,69966,2140
0500000US,42111,48224,1132,62032,1786
0500000US,42113,47346,3301,62082,3598
0500000US,42115,53059,1747,69911,1939
0500000US,42117,50667,2287,63777,2126
0500000US,42119,56026,2766,75371,3684
0500000US,42121,47982,1401,60941,1729
0500000US,42123,48409,1276,63033,2785
0500000US,42125,61567,1297,82622,1643
0500000US,42127,54851,2154,68249,2430
0500000US,42129,58866,944,76500,1036
0500000US,42131,59308,2792,71356,2149
0500000US,42133,63902,933,79925,1200
0500000US,44001,75578,3422,108279,4505
0500000US,44003,70223,1879,89498,2118
0500000US,44005,77237,3024,103474,3596
0500000US,44007,55233,904,76155,1104
0500000US,44009,81301,2985,103489,2732
0500000US,45001,36685,3187,51486,4078
0500000US,45003,50036,1549,66713,1797
0500000US,45005,24560,2977,38401,3782
0500000US,45007,47906,1224,64057,1524
0500000US,45009,32229,5161,47509,3632
0500000US,45011,36566,2839,48742,3027
0500000US,45013,63110,1983,88376,2602
0500000US,45015,59995,1499,75504,1545
0500000US,45017,44534,3898,60797,5436
0500000US,45019,61028,1426,90593,1901
0500000US,45021,35836,2201,52714,4284
0500000US,45023,40080,3797,51811,2737
0500000US,45025,40033,2434,51767,2824
0500000US,45027,37525,1954,52668,2884
0500000US,45029,36276,1090,51053,2471
0500000US,45031,36254,2153,52907,1982
0500000US,45033,29362,2228,43942,4084
0500000US,45035,61698,1894,76701,2356
0500000US,45037,49200,3629,69741,4740
0500000US,45039,36294,4271,54010,5284
0500000US,45041,45479,1634,64233,2175
0500000US,45043,48071,2850,71010,3733
0500000US,45045,56789,874,78229,1295
0500000US,45047,40982,1671,58679,3480
0500000US,45049,32453,1688,43009,2476
0500000US,45051,48279,845,63661,1315
0500000US,45053,41930,3475,58336,5531
0500000US,45055,49392,2033,60728,2547
0500000US,45057,55223,2390,76139,3645
0500000US,45059,41578,1485,55273,3412
0500000US,45061,31651,2928,45875,3920
0500000US,45063,59593,1213,76343,1247
0500000US,45065,42262,4551,57950,5292
0500000US,45067,33046,3009,50693,6966
0500000US,45069,34203,2307,45307,2857
0500000US,45071,42765,2131,57692,2477
0500000US,45073,46056,1633,66461,2513
0500000US,45075,36188,1604,49429,2004
0500000US,45077,47024,1429,62857,1695
0500000US,45079,53922,1069,73371,1258
0500000US,45081,44486,2731,58014,4162
0500000US,45083,50179,972,66705,1533
0500000US,45085,43792,1589,56757,1842
0500000US,45087,40120,2635,52916,5840
0500000US,45089,32351,2519,46239,2877
0500000US,45091,62431,1371,83339,1488
0500000US,46003,59293,4284,74162,7517
0500000US,46005,51700,3767,62290,3033
0500000US,46007,48348,4448,55926,4727
0500000US,46009,54450,4077,63872,3519
0500000US,46011,56370,2989,71335,3408
0500000US,46013,56455,2862,75524,5476
0500000US,46015,50839,4036,74483,10438
0500000US,46017,32500,5554,39854,3698
0500000US,46019,44387,3125,63626,7845
0500000US,46021,52500,6952,90701,27804
0500000US,46023,46389,2413,60837,2900
0500000US,46025,47798,6065,72269,12503
0500000US,46027,43189,3636,69188,5841
0500000US,46029,54774,4288,69473,3857
0500000US,46031,35441,1898,53541,6191
0500000US,46033,55472,6020,66094,5223
0500000US,46035,47772,5129,66661,5287
0500000US,46037,44145,4386,64389,6973
0500000US,46039,57930,4770,68565,4474
0500000US,46041,43954,3189,55560,3537
0500000US,46043,57419,6781,71895,6063
0500000US,46045,68551,6408,79393,6901
0500000US,46047,50837,3442,59325,3987
0500000US,46049,53889,8490,69215,6722
0500000US,46051,62532,7724,73392,6007
0500000US,46053,44479,4642,62787,5018
0500000US,46055,37420,3893,55996,7647
0500000US,46057,65050,2220,75699,3715
0500000US,46059,52438,4638,72430,7628
0500000US,46061,63036,2751,74169,4723
0500000US,46063,57365,3335,75776,9536
0500000US,46065,63564,5358,78049,4689
0500000US,46067,54868,2971,70199,4224
0500000US,46069,54891,5018,70770,8534
0500000US,46071,33438,5907,42921,5257
0500000US,46073,49519,5792,86291,16156
0500000US,46075,41103,6051,52820,6305
0500000US,46077,59375,2977,69980,3769
0500000US,46079,59232,4788,79805,7838
0500000US,46081,52245,3466,71391,5039
0500000US,46083,81422,2655,109824,5959
0500000US,46085,53263,2802,60510,3520
0500000US,46087,62234,3262,71858,3791
0500000US,46089,43804,9021,61829,7018
0500000US,46091,63594,5195,74594,5153
0500000US,46093,59218,3940,70606,4000
0500000US,46095,31222,2799,41601,4900
0500000US,46097,51394,7871,64339,5747
0500000US,46099,60028,1314,74453,1482
0500000US,46101,58167,4699,73255,6148
0500000US,46102,30347,3591,43132,3783
0500000US,46103,55024,1432,73759,2338
0500000US,46105,56850,6594,73612,9710
0500000US,46107,53600,4422,71638,6234
0500000US,46109,50495,2886,68604,4242
0500000US,46111,54899,3440,75435,6773
0500000US,46115,52729,2451,80654,6015
0500000US,46117,71763,3457,86935,8543
0500000US,46119,64028,10399,97635,18638
0500000US,46121,24257,3226,37546,3296
0500000US,46123,51027,4819,59374,4966
0500000US,46125,55380,4759,68802,4900
0500000US,46127,69563,3829,94387,6858
0500000US,46129,52123,6613,70943,8723
0500000US,46135,54694,4108,75993,6810
0500000US,46137,37143,3252,50017,4478
0500000US,47001,49376,2492,67624,3039
0500000US,47003,48945,2166,65688,4011
0500000US,47005,33125,3782,47388,3174
0500000US,47007,42889,5054,61734,7290
0500000US,47009,54140,1749,73646,2538
0500000US,47011,48140,1978,67366,3559
0500000US,47013,38170,1972,54697,4488
0500000US,47015,49523,4040,60817,3956
0500000US,47017,40810,1959,54220,3919
0500000US,47019,36589,1614,50467,2858
0500000US,47021,58641,3170,69665,2787
0500000US,47023,45667,7517,58547,4132
0500000US,47025,36077,2596,48836,3147
0500000US,47027,31487,5013,45705,5583
0500000US,47029,33614,2524,48622,3665
0500000US,47031,47998,2188,64384,3694
0500000US,47033,42047,2596,55463,3660
0500000US,47035,43893,1465,56496,2413
0500000US,47037,56507,855,81577,1085
0500000US,47039,40233,3310,58466,7533
0500000US,47041,44134,3591,64331,7065
0500000US,47043,50549,2297,67864,4505
0500000US,47045,43762,3208,62859,5062
0500000US,47047,59017,2723,79807,3526
0500000US,47049,35084,2375,45425,3089
0500000US,47051,49038,2309,67080,4087
0500000US,47053,41886,2158,56155,2809
0500000US,47055,47528,3855,59213,2817
0500000US,47057,42997,3743,55065,3926
0500000US,47059,40138,1831,56834,3021
0500000US,47061,36987,3287,49744,3327
0500000US,47063,42589,2422,55363,2787
0500000US,47065,53035,949,75518,1553
0500000US,47067,28990,2816,46443,6377
0500000US,47069,38651,3755,49944,3291
0500000US,47071,39798,1997,55860,3495
0500000US,47073,40335,1942,55466,2685
0500000US,47075,38362,2866,53838,4226
0500000US,47077,42430,2964,54443,3203
0500000US,47079,40837,1768,53556,3312
0500000US,47081,41998,2620,60591,9539
0500000US,47083,43964,3741,56636,7584
0500000US,47085,41510,2808,56172,4110
0500000US,47087,36703,3994,47723,3595
0500000US,47089,47264,2377,64654,4279
0500000US,47091,34151,3356,48422,4217
0500000US,47093,54437,813,76945,1423
0500000US,47095,34966,6297,56301,8897
0500000US,47097,37915,2098,49469,2603
0500000US,47099,41553,1586,53405,2589
0500000US,47101,37139,3079,52639,4716
0500000US,47103,45736,3682,61014,3048
0500000US,47105,56078,3662,74705,4186
0500000US,47107,41398,2661,58593,4953
0500000US,47109,36055,3524,49865,2992
0500000US,47111,36246,2762,55081,4986
0500000US,47113,46223,1729,64021,2040
0500000US,47115,48024,2450,59882,3047
0500000US,47117,49370,3134,62886,3620
0500000US,47119,54249,1751,71001,3784
0500000US,47121,43250,4203,57326,4265
0500000US,47123,38327,2549,53286,3037
0500000US,47125,55972,1747,69362,1792
0500000US,47127,52294,4433,73086,10320
0500000US,47129,40166,2561,55123,3612
0500000US,47131,39866,2230,54843,2851
0500000US,47133,36558,1788,49885,2602
0500000US,47135,34634,7931,69509,18376
0500000US,47137,41004,2965,54047,6858
0500000US,47139,41818,2889,59013,5997
0500000US,47141,40888,2074,57962,2502
0500000US,47143,39451,3060,55770,3385
0500000US,47145,50003,2966,67077,3485
0500000US,47147,61774,2709,76717,2761
0500000US,47149,63846,1154,78851,1442
0500000US,47151,35453,3957,47174,3744
0500000US,47153,51750,4647,58580,3430
0500000US,47155,45943,1619,60087,2286
0500000US,47157,49782,691,73887,1085
0500000US,47159,46404,2929,67641,11917
0500000US,47161,42269,4041,54536,3800
0500000US,47163,43442,1229,62795,1677
0500000US,47165,64631,1434,85007,2302
0500000US,47167,60167,2829,75662,3488
0500000US,47169,52864,10817,59870,6070
0500000US,47171,39851,2947,51747,3161
0500000US,47173,41352,2106,57030,4356
0500000US,47175,37127,6456,49322,4621
0500000US,47177,37715,2218,54492,4154
0500000US,47179,46752,1903,65921,2186
0500000US,47181,38634,5802,50310,3998
0500000US,47183,38566,1757,52040,3752
0500000US,47185,40745,1972,53329,4116
0500000US,47187,109026,2935,144449,3153
0500000US,47189,71513,2237,87807,2054
0500000US,48001,43355,2033,55852,2497
0500000US,48003,74233,4834,94962,11317
0500000US,48005,47714,1985,61152,2463
0500000US,48007,44865,4698,75471,7950
0500000US,48009,64476,4552,80073,5271
0500000US,48011,66563,8051,79808,7527
0500000US,48013,55265,3274,73390,5145
0500000US,48015,65365,4632,80769,3929
0500000US,48017,46485,5594,62434,10820
0500000US,48019,53683,4866,70305,5122
0500000US,48021,62941,3059,78710,3192
0500000US,48023,40750,7834,60098,7315
0500000US,48025,42032,4701,60273,5198
0500000US,48027,54184,815,69605,1512
0500000US,48029,55456,501,76006,656
0500000US,48031,63071,3656,85285,6491
0500000US,48033,81985,13787,85046,8913
0500000US,48035,50882,2214,65377,2965
0500000US,48037,47505,2075,67304,3298
0500000US,48039,79270,2003,97877,2282
0500000US,48041,46839,1913,70257,1892
0500000US,48043,43894,2762,60719,5895
0500000US,48045,42647,6885,58155,5994
0500000US,48047,27378,2831,41408,5363
0500000US,48049,45457,2375,64580,3639
0500000US,48051,56235,3507,72427,5522
0500000US,48053,59238,3055,79066,4270
0500000US,48055,52278,2375,69537,4097
0500000US,48057,55469,4258,70543,5027
0500000US,48059,44602,3204,59335,4656
0500000US,48061,37132,1130,53211,1174
0500000US,48063,42604,4451,56091,4302
0500000US,48065,70087,7537,84978,7233
0500000US,48067,45345,3467,56515,2613
0500000US,48069,45000,6963,59313,7093
0500000US,48071,76850,8824,98290,6368
0500000US,48073,46044,1936,60376,2666
0500000US,48075,40794,7345,58832,7819
0500000US,48077,51191,3678,68492,4202
0500000US,48079,42798,7441,57710,5952
0500000US,48081,45551,3023,53056,3348
0500000US,48083,43981,2768,64448,7858
0500000US,48085,94192,911,120691,1192
0500000US,48087,42750,9436,60536,9729
0500000US,48089,49504,4080,70324,5885
0500000US,48091,75356,1984,98131,2565
0500000US,48093,47893,4071,60948,4962
0500000US,48095,43355,9282,61808,9950
0500000US,48097,57646,4167,73257,2993
0500000US,48099,51440,1688,64278,3037
0500000US,48101,34375,7934,47243,7106
0500000US,48103,70398,9716,79681,7674
0500000US,48105,51152,4717,63225,8826
0500000US,48107,37899,3153,50926,4951
0500000US,48109,33417,11126,42536,5422
0500000US,48111,51250,10958,78602,14849
0500000US,48113,56854,391,85064,614
0500000US,48115,44657,5731,62692,5787
0500000US,48117,51841,4192,63376,3186
0500000US,48119,46138,5456,63240,6044
0500000US,48121,83376,1008,108579,1152
0500000US,48123,53779,5425,81174,5875
0500000US,48125,41618,3947,57230,8126
0500000US,48127,27832,6110,50693,7270
0500000US,48129,43224,4015,57942,4980
0500000US,48131,37382,5459,50374,4127
0500000US,48133,35325,2490,60741,9753
0500000US,48135,60676,1959,82506,3115
0500000US,48137,40313,21276,62107,13376
0500000US,48139,72213,2151,90350,2975
0500000US,48141,44597,745,60632,701
0500000US,48143,48819,2400,67961,4639
0500000US,48145,38032,3400,49617,3410
0500000US,48147,50761,1798,65077,2297
0500000US,48149,56297,4556,76017,4649
0500000US,48151,46827,4353,64120,7409
0500000US,48153,48555,5620,57642,6194
0500000US,48155,46354,8925,60131,10804
0500000US,48157,95561,1694,123548,2240
0500000US,48159,52944,6279,67848,6727
0500000US,48161,48731,5100,67181,4457
0500000US,48163,42476,5003,63369,8449
0500000US,48165,59032,5358,74857,8891
0500000US,48167,69369,1866,95026,2024
0500000US,48169,55039,14840,71609,16663
0500000US,48171,58325,4646,80569,6904
0500000US,48173,75833,17605,94304,17804
0500000US,48175,60492,4435,76236,7712
0500000US,48177,53006,3721,73239,5282
0500000US,48179,47170,4894,66873,4590
0500000US,48181,54370,1905,70460,1797
0500000US,48183,49287,1254,67886,2223
0500000US,48185,50298,4135,72230,7656
0500000US,48187,70931,1953,86049,1964
0500000US,48189,47080,2713,56831,2830
0500000US,48191,32921,3335,54817,9379
0500000US,48193,47500,9960,70251,9716
0500000US,48195,39229,4633,54819,5591
0500000US,48197,42238,10049,56979,6054
0500000US,48199,59105,3317,77772,3856
0500000US,48201,60146,474,89270,560
0500000US,48203,51202,2234,68884,3994
0500000US,48205,59280,9890,73285,8451
0500000US,48207,46013,4336,53831,4186
0500000US,48209,65935,1872,85397,2556
0500000US,48211,63778,8931,79573,9634
0500000US,48213,45798,1788,64314,2195
0500000US,48215,38398,891,56090,1140
0500000US,48217,48823,2959,65716,3013
0500000US,48219,48116,2342,65147,3021
0500000US,48221,59049,3646,80447,3540
0500000US,48223,51877,2465,69253,3988
0500000US,48225,34297,2898,47354,3109
0500000US,48227,51528,2638,71173,5054
0500000US,48229,29318,7647,45074,9983
0500000US,48231,51928,1501,67512,2167
0500000US,48233,50651,3341,65818,3636
0500000US,48235,54706,15653,75706,11853
0500000US,48237,51700,3382,68400,5184
0500000US,48239,60276,5630,71786,4563
0500000US,48241,46088,4446,64734,4613
0500000US,48243,53194,14890,56213,5743
0500000US,48245,48463,1193,68549,1573
0500000US,48247,32049,5659,51120,6178
0500000US,48249,42005,5407,62151,5284
0500000US,48251,62066,2041,78174,1867
0500000US,48253,45694,5639,64904,4668
0500000US,48255,52252,4347,83800,8411
0500000US,48257,65390,1830,81752,2295
0500000US,48259,82390,5079,120877,8119
0500000US,48261,36125,6795,40908,7879
0500000US,48263,45926,9347,68737,17787
0500000US,48265,52473,2685,73327,5216
0500000US,48267,42500,3770,64992,11264
0500000US,48269,65125,26021,75557,14602
0500000US,48271,31468,6246,49372,8994
0500000US,48273,42021,3663,58413,4650
0500000US,48275,46146,7394,57553,4746
0500000US,48277,43562,2785,59148,2737
0500000US,48279,43396,2336,57348,3321
0500000US,48281,58194,3109,73074,4331
0500000US,48283,51792,4314,79335,24436
0500000US,48285,53021,3540,77669,4996
0500000US,48287,55000,5256,67793,5303
0500000US,48289,44818,6788,80589,13881
0500000US,48291,49850,2666,66052,3400
0500000US,48293,42680,4009,57409,2962
0500000US,48295,57372,8099,73911,6374
0500000US,48297,55766,6296,67552,5853
0500000US,48299,52178,2922,82567,7273
0500000US,48301,81875,46475,75148,19822
0500000US,48303,50473,1234,71043,1280
0500000US,48305,43524,3428,66719,6247
0500000US,48307,45329,6696,58607,5567
0500000US,48309,48199,1254,66650,1361
0500000US,48311,68750,16747,91265,22670
0500000US,48313,49428,4164,65516,4258
0500000US,48315,37283,3024,60527,7724
0500000US,48317,69722,11169,94582,12904
0500000US,48319,40708,4263,60697,8606
0500000US,48321,45500,3150,62232,3346
0500000US,48323,38035,2789,54137,3947
0500000US,48325,61059,2853,78044,3563
0500000US,48327,40606,9606,51494,7624
0500000US,48329,78888,3668,109874,3823
0500000US,48331,47081,4092,61094,3977
0500000US,48333,41827,6224,60535,10487
0500000US,48335,49670,10901,71553,8931
0500000US,48337,51774,1743,68340,4837
0500000US,48339,77416,1496,110807,2468
0500000US,48341,51527,2468,63840,3624
0500000US,48343,42961,2609,56797,5287
0500000US,48345,43750,7082,62145,8828
0500000US,48347,43598,2009,60789,2762
0500000US,48349,47920,2701,64220,2848
0500000US,48351,40950,3016,54380,4199
0500000US,48353,44346,4193,66804,5892
0500000US,48355,55048,1208,74820,1723
0500000US,48357,49928,4789,70352,7598
0500000US,48359,63315,5160,87324,12084
0500000US,48361,55700,2395,74104,2571
0500000US,48363,45979,4275,64671,4078
0500000US,48365,51569,1915,67548,5458
0500000US,48367,74625,2568,97384,2835
0500000US,48369,54184,3885,67600,4452
0500000US,48371,52282,6993,66605,7212
0500000US,48373,46182,3512,63446,3241
0500000US,48375,43157,1520,60730,2085
0500000US,48377,27061,6108,39099,4868
0500000US,48379,49872,3879,65103,4655
0500000US,48381,67397,2025,86352,1999
0500000US,48383,70478,14527,75412,6613
0500000US,48385,34813,6986,48791,6587
0500000US,48387,37955,3903,50123,3066
0500000US,48389,58384,6808,67979,6135
0500000US,48391,48112,5652,59434,5013
0500000US,48393,73854,12671,88939,12975
0500000US,48395,54201,5421,67074,5336
0500000US,48397,94767,3323,114436,3779
0500000US,48399,41732,3559,58250,4124
0500000US,48401,52329,2398,68838,3071
0500000US,48403,33257,3025,54131,4741
0500000US,48405,35509,5831,55145,8334
0500000US,48407,44658,4204,59016,3498
0500000US,48409,55229,2202,71588,2452
0500000US,48411,44698,5395,63072,6740
0500000US,48413,55677,15264,61014,6459
0500000US,48415,55889,5767,69935,4561
0500000US,48417,45187,5233,59257,8215
0500000US,48419,40764,3638,54312,3670
0500000US,48421,56576,5943,71238,6605
0500000US,48423,53511,1452,73922,1761
0500000US,48425,53162,9634,68502,7941
0500000US,48427,29294,2918,47374,4052
0500000US,48429,45336,4604,62311,6249
0500000US,48431,59286,14886,66108,8329
0500000US,48433,48000,15538,66282,8100
0500000US,48435,60543,12711,71175,8001
0500000US,48437,38418,3110,53684,6231
0500000US,48439,64874,547,89207,719
0500000US,48441,50818,1577,69401,2042
0500000US,48443,33750,12715,48627,11579
0500000US,48445,44975,5820,62229,4460
0500000US,48447,44196,12922,62624,10267
0500000US,48449,46698,3475,59775,2553
0500000US,48451,51675,2309,72478,2769
0500000US,48453,71767,823,103148,1003
0500000US,48455,40407,3033,51359,3106
0500000US,48457,43936,3381,57233,3550
0500000US,48459,50906,4564,66328,3527
0500000US,48461,52257,5967,66849,6584
0500000US,48463,41752,3354,53379,3531
0500000US,48465,45521,2689,62212,3884
0500000US,48467,51935,1845,69340,3503
0500000US,48469,55631,2752,76886,2992
0500000US,48471,41855,2046,56197,2738
0500000US,48473,57654,5987,78075,4669
0500000US,48475,64630,7127,75278,4722
0500000US,48477,56237,5282,76880,7107
0500000US,48479,42293,1239,59917,1801
0500000US,48481,49619,2779,70765,4966
0500000US,48483,49352,6360,65686,5202
0500000US,48485,46575,1427,62083,1667
0500000US,48487,48773,6797,59930,5253
0500000US,48489,29944,5675,45647,3789
0500000US,48491,83679,1125,101648,1408
0500000US,48493,72445,4432,89915,4312
0500000US,48495,59167,9911,70223,6630
0500000US,48497,61709,2458,79497,3720
0500000US,48499,48534,3019,68298,5311
0500000US,48501,68814,3598,82418,8854
0500000US,48503,47194,5168,64653,5356
0500000US,48505,31113,4819,52009,11382
0500000US,48507,30988,5991,39610,4031
0500000US,49001,54212,6679,64003,5222
0500000US,49003,59937,2300,73085,2541
0500000US,49005,56840,1332,72148,2021
0500000US,49007,50278,2066,60125,2852
0500000US,49009,81250,35024,78210,13283
0500000US,49011,79690,1201,95480,1254
0500000US,49013,63919,2027,72770,2538
0500000US,49015,52055,3028,63028,2733
0500000US,49017,52337,8788,63928,6209
0500000US,49019,48673,5136,57639,5089
0500000US,49021,46809,3453,62279,3387
0500000US,49023,62237,2320,71620,4005
0500000US,49025,48269,8418,64199,6282
0500000US,49027,60445,4020,77282,8165
0500000US,49029,89274,3473,110893,7896
0500000US,49031,39440,4761,52929,6018
0500000US,49033,49886,13343,74886,11199
0500000US,49035,71230,683,92551,897
0500000US,49037,44680,3843,59997,4371
0500000US,49039,51720,3649,61751,3285
0500000US,49041,53020,1941,63678,2985
0500000US,49043,100453,5764,147236,7541
0500000US,49045,71020,2997,79400,2645
0500000US,49047,66736,3909,80958,4995
0500000US,49049,70408,818,88432,1022
0500000US,49051,77449,5814,101140,6112
0500000US,49053,56877,1511,75180,3085
0500000US,49055,44694,3167,58130,4968
0500000US,49057,64636,1074,76945,1358
0500000US,50001,65093,2424,80738,2146
0500000US,50003,53040,2307,74969,4182
0500000US,50005,49348,1842,66921,4050
0500000US,50007,69896,2132,91828,2532
0500000US,50009,41045,2661,52863,2811
0500000US,50011,64258,1568,77660,2714
0500000US,50013,69583,5812,92654,7160
0500000US,50015,60365,3915,78742,7268
0500000US,50017,60159,2361,72126,2286
0500000US,50019,47915,2193,61490,1945
0500000US,50021,54973,1754,68615,1942
0500000US,50023,62108,2065,78720,2150
0500000US,50025,52659,1706,70714,2543
0500000US,50027,58303,1576,78208,2699
0500000US,51001,43210,3243,57996,3097
0500000US,51003,75394,2534,107948,4013
0500000US,51005,47794,3629,60513,3576
0500000US,51007,58526,8627,74185,7101
0500000US,51009,49170,3347,61676,2969
0500000US,51011,56176,4129,68207,4760
0500000US,51013,117374,2067,149525,2283
0500000US,51015,61305,1784,73950,2662
0500000US,51017,46137,2875,61463,12875
0500000US,51019,61541,2660,78489,3378
0500000US,51021,50511,4943,63102,4977
0500000US,51023,68410,3438,84029,3184
0500000US,51025,41927,3130,52982,3259
0500000US,51027,30806,2381,43968,2703
0500000US,51029,46261,4573,53984,3249
0500000US,51031,50258,2308,65559,3101
0500000US,51033,64715,4314,82975,7755
0500000US,51035,43532,2276,57780,5782
0500000US,51036,59192,4207,89844,15421
0500000US,51037,39212,2751,50140,3628
0500000US,51041,80214,1216,98678,1302
0500000US,51043,77936,6550,99778,6586
0500000US,51045,55484,13649,64188,7071
0500000US,51047,73116,2713,88970,3574
0500000US,51049,46221,4519,60786,5636
0500000US,51051,29226,2792,53650,9904
0500000US,51053,55880,4297,70153,4921
0500000US,51057,52681,2936,62347,5465
0500000US,51059,121133,1144,153844,1324
0500000US,51061,97469,3787,122640,4274
0500000US,51063,49729,4731,61322,4093
0500000US,51065,74931,4899,101541,18892
0500000US,51067,52639,3185,68959,3650
0500000US,51069,73250,2263,90356,2579
0500000US,51071,52478,3169,61973,3729
0500000US,51073,66701,3711,82113,3407
0500000US,51075,89741,7343,126796,9360
0500000US,51077,33969,2345,47703,3751
0500000US,51079,64979,4475,85619,8749
0500000US,51081,44534,7545,51357,3842
0500000US,51083,42289,2347,54456,2986
0500000US,51085,88652,2596,105579,2633
0500000US,51087,68572,1482,93759,1605
0500000US,51089,36683,1839,49397,2804
0500000US,51091,46147,3558,62314,8525
0500000US,51093,71376,3787,88211,4091
0500000US,51095,83048,2991,109646,4994
0500000US,51097,54516,7231,65527,6042
0500000US,51099,87321,8183,103832,5735
0500000US,51101,68720,4657,84546,5512
0500000US,51103,50739,7705,77428,7609
0500000US,51105,32718,3065,47218,3780
0500000US,51107,136268,2063,160726,2384
0500000US,51109,59343,4020,78322,5770
0500000US,51111,41868,4197,49468,3486
0500000US,51113,54197,4437,75733,8831
0500000US,51115,67009,9029,88006,11265
0500000US,51117,42025,2464,57561,3576
0500000US,51119,51917,6744,67128,5678
0500000US,51121,54641,1795,75661,3270
0500000US,51125,62446,7444,82363,9066
0500000US,51127,79698,4414,95882,4649
