id,FIPS,Total households!!Median household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),Total households!!Mean household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars)
0500000US,18105,47075,1695,67076,1892
0500000US,18107,53610,2718,64962,2315
0500000US,18109,62462,1888,75375,2060
0500000US,18111,53146,3168,61872,3214
0500000US,18113,55033,2988,66935,3128
0500000US,18115,61148,4376,67846,4708
0500000US,18117,45341,3741,56989,3089
0500000US,18119,48667,3749,58395,2827
0500000US,18121,48788,4186,62242,5634
0500000US,18123,51064,2558,62122,2726
0500000US,18125,52527,2812,63284,2850
0500000US,18127,68044,1777,84406,2122
0500000US,18129,62583,3006,74905,3783
0500000US,18131,48370,3970,58594,3902
0500000US,18133,56169,2581,67930,3652
0500000US,18135,45601,1885,56003,2728
0500000US,18137,56295,2366,69125,3087
0500000US,18139,50535,2767,62316,4392
0500000US,18141,50938,1172,69685,1392
0500000US,18143,47123,3243,57744,3436
0500000US,18145,59214,3320,70571,2379
0500000US,18147,56998,3103,73254,8565
0500000US,18149,48895,2227,59750,4008
0500000US,18151,56101,2154,69753,2763
0500000US,18153,46517,3212,60194,4193
0500000US,18155,47929,4007,59122,5149
0500000US,18157,51844,1478,68819,1555
0500000US,18159,55479,2947,72346,4872
0500000US,18161,48227,3082,58255,4131
0500000US,18163,46943,1167,66282,2052
0500000US,18165,48377,2530,58372,3421
0500000US,18167,43859,1170,59900,1798
0500000US,18169,50637,1869,60374,2728
0500000US,18171,61148,5411,72399,5011
0500000US,18173,70648,2954,91415,3259
0500000US,18175,47078,3538,60019,3399
0500000US,18177,44228,1545,62361,2971
0500000US,18179,56265,3748,68165,2770
0500000US,18181,55086,2801,68022,2460
0500000US,18183,61153,2213,74573,3326
0500000US,19001,51859,2747,67912,4698
0500000US,19003,49229,4027,63550,4568
0500000US,19005,51057,4814,64470,3617
0500000US,19007,41111,2506,61205,6855
0500000US,19009,50397,3408,61362,3458
0500000US,19011,65475,2555,81624,4265
0500000US,19013,52688,1246,70944,1891
0500000US,19015,61111,2181,74853,2813
0500000US,19017,68023,3461,82266,3274
0500000US,19019,61409,4096,79904,6370
0500000US,19021,54556,2888,71135,4222
0500000US,19023,55999,2104,70241,3849
0500000US,19025,50800,2591,65281,3507
0500000US,19027,57674,3499,71516,3391
0500000US,19029,48178,3562,60409,3129
0500000US,19031,65791,2054,76049,3352
0500000US,19033,52902,1573,69395,3015
0500000US,19035,54658,3742,71997,5058
0500000US,19037,55385,3375,69593,3650
0500000US,19039,51571,2506,64803,4325
0500000US,19041,47874,4268,61530,3217
0500000US,19043,52828,3652,64985,2688
0500000US,19045,50156,2409,65667,1810
0500000US,19047,53609,2350,75402,13120
0500000US,19049,84790,2628,110861,2902
0500000US,19051,58464,7129,71316,4584
0500000US,19053,42614,2685,54239,3195
0500000US,19055,61179,3973,76802,7909
0500000US,19057,49977,1920,65310,3182
0500000US,19059,58099,5435,80201,4409
0500000US,19061,61321,1092,77094,2261
0500000US,19063,48542,5719,71272,11797
0500000US,19065,50015,1852,65804,3505
0500000US,19067,48110,3133,64869,3732
0500000US,19069,53742,2544,67229,4974
0500000US,19071,54281,3367,68855,3367
0500000US,19073,54050,4095,65926,3091
0500000US,19075,66965,2197,84440,4015
0500000US,19077,57075,2016,68626,2669
0500000US,19079,56273,2351,67417,3437
0500000US,19081,61167,2294,68465,3258
0500000US,19083,53872,2095,66148,3360
0500000US,19085,60063,2340,70457,2333
0500000US,19087,52428,2594,67488,3555
0500000US,19089,52742,3010,67545,5351
0500000US,19091,52219,3709,68021,5235
0500000US,19093,55969,4584,75420,6697
0500000US,19095,58570,5894,78604,6780
0500000US,19097,54070,3123,68238,3182
0500000US,19099,55727,3204,69064,2473
0500000US,19101,43378,3950,63714,7539
0500000US,19103,61640,1417,85130,2648
0500000US,19105,56012,2263,72299,3448
0500000US,19107,51043,2573,66354,4888
0500000US,19109,54146,2475,66488,2389
0500000US,19111,48571,2923,61876,2151
0500000US,19113,64862,1320,82910,1516
0500000US,19115,53943,4249,67785,4639
0500000US,19117,50206,3799,69054,7472
0500000US,19119,64352,2639,75354,3558
0500000US,19121,64512,4408,82858,7646
0500000US,19123,52950,1915,65853,3507
0500000US,19125,58492,2948,71416,3086
0500000US,19127,54027,1407,66947,2501
0500000US,19129,69177,3483,85494,4314
0500000US,19131,55553,2948,69099,4171
0500000US,19133,45252,3988,62067,4462
0500000US,19135,49549,7537,62835,6788
0500000US,19137,47648,4351,63839,8436
0500000US,19139,57348,3178,71085,3462
0500000US,19141,53045,2564,68188,4586
0500000US,19143,58125,3501,67428,3589
0500000US,19145,49974,3116,62411,3658
0500000US,19147,52462,3337,67693,3797
0500000US,19149,64296,3623,78893,3243
0500000US,19151,49877,3151,61512,2706
0500000US,19153,66044,1154,86637,1605
0500000US,19155,57467,2306,73301,1712
0500000US,19157,53520,3098,73413,3920
0500000US,19159,52005,3870,71933,7144
0500000US,19161,54958,2418,69325,3320
0500000US,19163,58803,1385,78648,1873
0500000US,19165,55489,5405,72775,3975
0500000US,19167,67178,2517,79537,3228
0500000US,19169,54554,1755,71445,1856
0500000US,19171,55898,2672,67908,2503
0500000US,19173,48717,2494,64328,4933
0500000US,19175,47518,2998,61651,3289
0500000US,19177,47083,3327,66726,7119
0500000US,19179,45233,2444,59632,3533
0500000US,19181,74383,2944,87751,2728
0500000US,19183,61769,2815,74533,3472
0500000US,19185,45017,3254,61425,6372
0500000US,19187,44261,2199,59571,2397
0500000US,19189,51002,2591,62853,2805
0500000US,19191,62820,2110,75120,3042
0500000US,19193,55483,1519,70458,2150
0500000US,19195,54329,3368,68459,3738
0500000US,19197,50198,3635,63332,3340
0500000US,20001,42679,2726,54347,3633
0500000US,20003,46274,6396,57173,4855
0500000US,20005,48667,3855,63517,5253
0500000US,20007,50613,5019,66304,6978
0500000US,20009,50198,2734,65461,3871
0500000US,20011,40733,1342,57238,4751
0500000US,20013,48547,3785,62934,3869
0500000US,20015,63272,2187,77669,2500
0500000US,20017,46295,5387,60395,6316
0500000US,20019,38690,2537,55368,5082
0500000US,20021,41103,3275,52963,2712
0500000US,20023,46833,4595,59512,5123
0500000US,20025,50368,6765,62784,5367
0500000US,20027,56186,4532,77301,9998
